sid,dt
2KKJ_A,0.8291075229644775
6A5I_A,0.93695068359375
3EG1_B,0.7780113220214844
1KKL_I,1.2173357009887695
3N29_A,6.075834274291992
4XL5_C,3.7391250133514404
2EGE_A,1.044497013092041
3U1B_A,5.3021039962768555
6PNW_A,0.9123587608337402
6R3C_A,2.334592580795288
2C4F_T,1.046036958694458
3SR3_B,4.734676361083984
4JJC_A,0.8150293827056885
4JJD_A,0.8670885562896729
5USD_D,5.073475360870361
5NP3_A,0.7950727939605713
1ABO_A,0.807086706161499
3TYX_B,5.278781175613403
3EG1_A,0.8070223331451416
5CH4_Y,6.804310321807861
1SZ2_B,4.964181423187256
1Q18_B,4.9281957149505615
4J9D_A,0.7794747352600098
6CWY_D,8.055368423461914
1JRH_I,1.3388290405273438
3T5M_B,5.262665748596191
5IEB_A,1.7187936305999756
1Q18_A,4.914997100830078
1WWA_X,1.5162889957427979
6H8C_A,1.7322015762329102
4J9H_A,0.8176851272583008
1WWW_X,1.429980993270874
5LV6_B,0.6128172874450684
3E18_B,5.283515453338623
4J9E_A,0.8280529975891113
2EC9_T,1.043602466583252
4H1H_A,4.893591403961182
6FGN_A,1.8125479221343994
3EG2_A,0.8774228096008301
4CRP_A,1.5490949153900146
5FD8_A,5.096992015838623
1KKM_H,1.2074036598205566
5GAE_g,6.447611331939697
6GQ9_A,2.3825933933258057
4JVO_B,5.23755145072937
2E89_A,5.018516540527344
1P4I_L,1.6061720848083496
3EG3_A,0.8939080238342285
3GBQ_A,0.7921056747436523
2E89_B,4.950729846954346
4MJX_A,5.23773455619812
5AWW_G,1.0450289249420166
5CH4_G,1.0333924293518066
6AEX_U,2.482414484024048
5NP2_A,0.7668230533599854
5OAZ_A,0.8192651271820068
2DSQ_G,1.0195245742797852
3VPZ_A,5.039495229721069
1KKM_I,1.2552106380462646
1WY5_A,4.879038572311401
3EG0_A,0.8348245620727539
2E21_B,4.9504454135894775
1GBR_A,1.061232566833496
1S4G_A,0.7110419273376465
2SNI_I,0.8928847312927246
2CI2_I,0.9354310035705566
1GBQ_A,0.7930867671966553
4J9B_A,0.8308584690093994
5AWW_Y,6.816373109817505
1SSU_A,0.7106530666351318
4INJ_A,5.161077976226807
4MI1_B,5.14027738571167
3SR3_A,5.2835533618927
4GBQ_A,0.7946901321411133
6PNW_B,0.8644282817840576
5NP5_A,0.8201324939727783
4JJB_A,0.7965819835662842
4MJX_B,5.331057786941528
1DAN_U,1.729384183883667
6FIC_T,3.7310898303985596
1WWW_Y,1.46095871925354
6ITC_Y,6.821248531341553
5IEJ_A,1.7134149074554443
4JVO_A,5.317857503890991
3HXJ_A,4.735859632492065
3TYX_A,5.28205943107605
1DAN_T,1.0410075187683105
3N29_B,5.79485011100769
1SZ2_A,4.922938823699951
1KKL_H,1.2005219459533691
4E5S_B,5.004371643066406
4J9F_A,0.8740184307098389
3EGU_A,0.8066854476928711
1ABQ_A,0.7695083618164062
1P4B_L,1.5734987258911133
1HIA_I,0.6624972820281982
1JU5_C,0.830103874206543
3GJZ_B,5.073145389556885
5K99_A,5.0804243087768555
2JW4_A,1.0418329238891602
2GBQ_A,0.7864913940429688
4H1H_B,4.818141222000122
3GJZ_A,5.122164487838745
1WY5_B,4.801852226257324
4J9G_A,0.799929141998291
6FGS_A,1.8877549171447754
2C4F_U,1.7199232578277588
1KBH_B,0.8118038177490234
5O2M_A,1.1236591339111328
1KKM_J,1.1939048767089844
2L14_A,0.8106300830841064
6P6B_A,1.2508652210235596
4INJ_B,5.106942176818848
4MO3_M,2.2625553607940674
3HXJ_B,4.488140106201172
2E21_A,4.9927167892456055
2C52_A,0.8079385757446289
5LV6_A,0.6123569011688232
3E18_A,5.486765146255493
2EC9_U,1.6880738735198975
1ZH8_A,4.9827721118927
4J9I_A,0.7993426322937012
5EUL_Y,6.038829326629639
3U1B_B,5.164684534072876
2ZJS_Y,6.6628031730651855
2CSI_A,1.0572395324707031
2JQ8_A,0.6502478122711182
2O88_A,0.7983789443969727
5USD_A,4.986021280288696
1BBZ_A,0.8449242115020752
1KKL_J,1.2241175174713135
5FD8_B,4.996657133102417
4J9C_A,0.7995095252990723
1ZH8_B,4.962914705276489
2CR3_A,1.3886537551879883
1P1A_A,1.1823163032531738
1AWO_A,0.7849338054656982
6KBR_C,0.7559010982513428
4E5S_A,5.035917282104492
4MI1_A,5.035800218582153
3T5M_A,5.274806261062622
4KI5_M,2.235038995742798
