sid,dt
2KKJ_A,0.6436574459075928
6A5I_A,0.5362560749053955
3EG1_B,0.4392554759979248
1KKL_I,0.6956086158752441
3N29_A,3.2809531688690186
4XL5_C,1.8455784320831299
2EGE_A,0.5740511417388916
3U1B_A,2.5794355869293213
6PNW_A,0.4699678421020508
6R3C_A,1.1708564758300781
2C4F_T,0.5628726482391357
3SR3_B,2.245758056640625
4JJC_A,0.4405667781829834
4JJD_A,0.44502806663513184
5USD_D,2.4650111198425293
5NP3_A,0.4327964782714844
1ABO_A,0.4392588138580322
3TYX_B,2.4770100116729736
3EG1_A,0.44219541549682617
5CH4_Y,3.297879934310913
1SZ2_B,2.3482308387756348
1Q18_B,2.414797306060791
4J9D_A,0.42722463607788086
6CWY_D,3.8932716846466064
1JRH_I,0.7165863513946533
3T5M_B,2.5003435611724854
5IEB_A,0.8874979019165039
1Q18_A,2.4133358001708984
1WWA_X,0.7896618843078613
6H8C_A,0.8652520179748535
4J9H_A,0.4502217769622803
1WWW_X,0.7615039348602295
5LV6_B,0.3402402400970459
3E18_B,2.574965238571167
4J9E_A,0.4305689334869385
2EC9_T,0.5676472187042236
4H1H_A,2.333745241165161
6FGN_A,0.9255614280700684
3EG2_A,0.4820835590362549
4CRP_A,0.8092803955078125
5FD8_A,2.467487335205078
1KKM_H,0.651435375213623
5GAE_g,2.9627504348754883
6GQ9_A,1.2596125602722168
4JVO_B,2.461515188217163
2E89_A,2.490812301635742
1P4I_L,0.8262207508087158
3EG3_A,0.47865819931030273
3GBQ_A,0.43559741973876953
2E89_B,2.3446738719940186
4MJX_A,2.567925214767456
5AWW_G,0.5954561233520508
5CH4_G,0.5734808444976807
6AEX_U,1.2285840511322021
5NP2_A,0.420818567276001
5OAZ_A,0.4481394290924072
2DSQ_G,0.5542559623718262
3VPZ_A,2.4887874126434326
1KKM_I,0.6507844924926758
1WY5_A,2.3150856494903564
3EG0_A,0.4306771755218506
2E21_B,2.3398120403289795
1GBR_A,0.6266543865203857
1S4G_A,0.3898611068725586
2SNI_I,0.4861335754394531
2CI2_I,0.49468564987182617
1GBQ_A,0.4341087341308594
4J9B_A,0.44144320487976074
5AWW_Y,3.245748281478882
1SSU_A,0.39354896545410156
4INJ_A,2.4818010330200195
4MI1_B,2.443981409072876
3SR3_A,2.5620005130767822
4GBQ_A,0.4385976791381836
6PNW_B,0.4711146354675293
5NP5_A,0.4490039348602295
4JJB_A,0.4361739158630371
4MJX_B,2.486806869506836
1DAN_U,0.8803508281707764
6FIC_T,1.8775546550750732
1WWW_Y,0.7523999214172363
6ITC_Y,3.2404184341430664
5IEJ_A,0.880612850189209
4JVO_A,2.4854319095611572
3HXJ_A,2.333477258682251
3TYX_A,2.4932169914245605
1DAN_T,0.5754566192626953
3N29_B,2.733097791671753
1SZ2_A,2.4006669521331787
1KKL_H,0.6498229503631592
4E5S_B,2.3899850845336914
4J9F_A,0.4864978790283203
3EGU_A,0.4360227584838867
1ABQ_A,0.42821621894836426
1P4B_L,0.8966963291168213
1HIA_I,0.370713472366333
1JU5_C,0.4571418762207031
3GJZ_B,2.4295501708984375
5K99_A,2.523737668991089
2JW4_A,0.5482234954833984
2GBQ_A,0.43305349349975586
4H1H_B,2.3279600143432617
3GJZ_A,2.513552188873291
1WY5_B,2.3193702697753906
4J9G_A,0.44635534286499023
6FGS_A,0.9768671989440918
2C4F_U,0.8695192337036133
1KBH_B,0.45207953453063965
5O2M_A,0.6116294860839844
1KKM_J,0.717292070388794
2L14_A,0.45229578018188477
6P6B_A,0.6858859062194824
4INJ_B,2.4477150440216064
4MO3_M,1.4772608280181885
3HXJ_B,2.624356269836426
2E21_A,2.4749972820281982
2C52_A,0.458498477935791
5LV6_A,0.3500845432281494
3E18_A,2.7642619609832764
2EC9_U,0.9066975116729736
1ZH8_A,2.4463276863098145
4J9I_A,0.44724011421203613
5EUL_Y,3.0011115074157715
3U1B_B,2.6294357776641846
2ZJS_Y,3.192457675933838
2CSI_A,0.5964357852935791
2JQ8_A,0.3710341453552246
2O88_A,0.4562077522277832
5USD_A,2.532738208770752
1BBZ_A,0.4732184410095215
1KKL_J,0.8033120632171631
5FD8_B,2.7539191246032715
4J9C_A,0.46270012855529785
1ZH8_B,2.5012426376342773
2CR3_A,0.7721877098083496
1P1A_A,0.6602637767791748
1AWO_A,0.4470350742340088
6KBR_C,0.43236517906188965
4E5S_A,2.46478009223938
4MI1_A,2.5669991970062256
3T5M_A,2.649807929992676
4KI5_M,1.182438850402832
