sid,dt
2KKJ_A,0.385176420211792
6A5I_A,0.06822872161865234
3EG1_B,0.06271123886108398
1KKL_I,0.07823419570922852
3N29_A,0.29056859016418457
4XL5_C,0.1793529987335205
2EGE_A,0.07053041458129883
3U1B_A,0.24468564987182617
6PNW_A,0.0746314525604248
6R3C_A,0.12188196182250977
2C4F_T,0.07163095474243164
3SR3_B,0.21965456008911133
4JJC_A,0.0619199275970459
4JJD_A,0.06319975852966309
5USD_D,0.23297953605651855
5NP3_A,0.06058669090270996
1ABO_A,0.060881853103637695
3TYX_B,0.24202966690063477
3EG1_A,0.06166219711303711
5CH4_Y,0.3015570640563965
1SZ2_B,0.22729754447937012
1Q18_B,0.22665143013000488
4J9D_A,0.061012983322143555
6CWY_D,0.3600914478302002
1JRH_I,0.08269882202148438
3T5M_B,0.24262237548828125
5IEB_A,0.09381747245788574
1Q18_A,0.22637128829956055
1WWA_X,0.08744430541992188
6H8C_A,0.09601330757141113
4J9H_A,0.06233716011047363
1WWW_X,0.08521032333374023
5LV6_B,0.05492711067199707
3E18_B,0.25333309173583984
4J9E_A,0.06115293502807617
2EC9_T,0.0727694034576416
4H1H_A,0.22664260864257812
6FGN_A,0.09884929656982422
3EG2_A,0.06484699249267578
4CRP_A,0.08810997009277344
5FD8_A,0.23346781730651855
1KKM_H,0.07395243644714355
5GAE_g,0.2893688678741455
6GQ9_A,0.12338924407958984
4JVO_B,0.24329566955566406
2E89_A,0.23515820503234863
1P4I_L,0.08949804306030273
3EG3_A,0.06352996826171875
3GBQ_A,0.06220531463623047
2E89_B,0.23316097259521484
4MJX_A,0.24515080451965332
5AWW_G,0.07094836235046387
5CH4_G,0.06928777694702148
6AEX_U,0.12399578094482422
5NP2_A,0.05951690673828125
5OAZ_A,0.06231069564819336
2DSQ_G,0.06984949111938477
3VPZ_A,0.22937273979187012
1KKM_I,0.07516193389892578
1WY5_A,0.23132872581481934
3EG0_A,0.06069016456604004
2E21_B,0.23192977905273438
1GBR_A,0.07056283950805664
1S4G_A,0.05798196792602539
2SNI_I,0.06463742256164551
2CI2_I,0.06477475166320801
1GBQ_A,0.0619356632232666
4J9B_A,0.06144380569458008
5AWW_Y,0.30557918548583984
1SSU_A,0.05820631980895996
4INJ_A,0.23455238342285156
4MI1_B,0.2481851577758789
3SR3_A,0.24222540855407715
4GBQ_A,0.06256365776062012
6PNW_B,0.06339597702026367
5NP5_A,0.062077999114990234
4JJB_A,0.06100773811340332
4MJX_B,0.246962308883667
1DAN_U,0.0960087776184082
6FIC_T,0.18204498291015625
1WWW_Y,0.08520698547363281
6ITC_Y,0.30527758598327637
5IEJ_A,0.09501171112060547
4JVO_A,0.24504852294921875
3HXJ_A,0.2241675853729248
3TYX_A,0.24512124061584473
1DAN_T,0.0721886157989502
3N29_B,0.2679102420806885
1SZ2_A,0.22704362869262695
1KKL_H,0.07515883445739746
4E5S_B,0.23411178588867188
4J9F_A,0.0638430118560791
3EGU_A,0.06109142303466797
1ABQ_A,0.06084585189819336
1P4B_L,0.08957815170288086
1HIA_I,0.05659294128417969
1JU5_C,0.06241869926452637
3GJZ_B,0.23670363426208496
5K99_A,0.23943805694580078
2JW4_A,0.07007813453674316
2GBQ_A,0.060942888259887695
4H1H_B,0.22220826148986816
3GJZ_A,0.27388572692871094
1WY5_B,0.23161911964416504
4J9G_A,0.062001705169677734
6FGS_A,0.10135412216186523
2C4F_U,0.0955665111541748
1KBH_B,0.06145763397216797
5O2M_A,0.07412338256835938
1KKM_J,0.0743565559387207
2L14_A,0.06371641159057617
6P6B_A,0.0838782787322998
4INJ_B,0.2339484691619873
4MO3_M,0.11981058120727539
3HXJ_B,0.21486997604370117
2E21_A,0.23410272598266602
2C52_A,0.06107282638549805
5LV6_A,0.05482602119445801
3E18_A,0.2508831024169922
2EC9_U,0.09550619125366211
1ZH8_A,0.23043107986450195
4J9I_A,0.0610198974609375
5EUL_Y,0.2730851173400879
3U1B_B,0.24381375312805176
2ZJS_Y,0.3011798858642578
2CSI_A,0.0707099437713623
2JQ8_A,0.05650663375854492
2O88_A,0.060896873474121094
5USD_A,0.24016022682189941
1BBZ_A,0.06094527244567871
1KKL_J,0.07554507255554199
5FD8_B,0.23384618759155273
4J9C_A,0.06153988838195801
1ZH8_B,0.22816133499145508
2CR3_A,0.08264565467834473
1P1A_A,0.0762929916381836
1AWO_A,0.061307430267333984
6KBR_C,0.059351444244384766
4E5S_A,0.2329096794128418
4MI1_A,0.23662590980529785
3T5M_A,0.24387049674987793
4KI5_M,0.11956954002380371
